,user,movie_recommendation
389,389,"['Toy, The ', 'Fun ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
390,390,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Girls Just Want to Have Fun ']"
391,391,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ']"
392,392,"['Toy Story 2 ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Love Story ']"
393,393,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ']"
394,394,"['Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Watership Down ', 'Halloweentown ']"
395,395,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'G.I. Joe: The Movie ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
396,396,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Labyrinth ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ', 'Epic ', 'Watership Down ']"
397,397,"['Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
398,398,"['Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'Love Story ', 'Watership Down ', 'Halloweentown ']"
399,399,"['Toy, The ', 'Wild, The ', 'Home ', 'Shrek ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ', 'Epic ']"
400,400,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ']"
401,401,"['Toy Story 2 ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Moana ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
402,402,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
403,403,"['Toy, The ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Straight Story, The ', 'Halloweentown ', 'Gnomeo & Juliet ']"
404,404,"['Toy Story 3 ', 'Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
405,405,"['Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
406,406,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Epic ']"
407,407,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ']"
408,408,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Moana ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
409,409,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
410,410,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
411,411,"['Toy, The ', 'Fun ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', ""Kid's Story "", 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
412,412,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
413,413,"['Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'In Search of the Castaways ', 'Home ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ']"
414,414,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Love Story ']"
415,415,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ']"
416,416,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
417,417,"['Toy Story 3 ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Girls Just Want to Have Fun ']"
418,418,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ']"
419,419,"['Toy, The ', 'Fun ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Fun with Dick and Jane ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
420,420,"['Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ']"
421,421,"['Toy, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
422,422,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Inside Out ', 'A Story of Children and Film ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
423,423,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ']"
424,424,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Robots ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
425,425,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
426,426,"['Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
427,427,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Valiant ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
428,428,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
429,429,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
430,430,"['Toy, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
431,431,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ']"
432,432,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Watership Down ', 'Gnomeo & Juliet ']"
433,433,"['Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
434,434,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Shrek ', 'Moana ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
435,435,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Watership Down ', 'Halloweentown ', 'Gnomeo & Juliet ']"
436,436,"['Toy Story 2 ', 'Toy, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ', 'Gnomeo & Juliet ']"
437,437,"['Toy Story 2 ', 'Toy, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
438,438,"['Toy Story 2 ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ']"
439,439,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ']"
440,440,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ']"
441,441,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
442,442,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ']"
443,443,"['Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
444,444,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
445,445,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ']"
